development-1	FALSE	TRUE
development-2	TRUE	FALSE
development-3	FALSE	TRUE
development-4	FALSE	TRUE
development-5	FALSE	TRUE
development-6	TRUE	FALSE
development-7	TRUE	FALSE
development-8	TRUE	FALSE
development-9	FALSE	TRUE
development-10	FALSE	TRUE
development-11	FALSE	FALSE
development-12	TRUE	FALSE
development-13	TRUE	FALSE
development-14	FALSE	TRUE
development-15	TRUE	FALSE
development-16	FALSE	TRUE
development-17	TRUE	FALSE
development-18	FALSE	TRUE
development-19	FALSE	TRUE
development-20	FALSE	TRUE
development-21	FALSE	TRUE
development-22	TRUE	FALSE
development-23	TRUE	FALSE
development-24	FALSE	TRUE
development-25	FALSE	TRUE
development-26	FALSE	TRUE
development-27	FALSE	TRUE
development-28	FALSE	TRUE
development-29	FALSE	TRUE
development-30	TRUE	FALSE
development-31	FALSE	TRUE
development-32	TRUE	FALSE
development-33	TRUE	FALSE
development-34	FALSE	TRUE
development-35	TRUE	FALSE
development-36	TRUE	FALSE
development-37	FALSE	TRUE
development-38	FALSE	TRUE
development-39	TRUE	FALSE
development-40	TRUE	FALSE
development-41	FALSE	TRUE
development-42	FALSE	TRUE
development-43	FALSE	TRUE
development-44	FALSE	TRUE
development-45	FALSE	TRUE
development-46	FALSE	TRUE
development-47	FALSE	TRUE
development-48	FALSE	FALSE
development-49	FALSE	TRUE
development-50	FALSE	TRUE
development-51	FALSE	TRUE
development-52	FALSE	TRUE
development-53	FALSE	TRUE
development-54	FALSE	FALSE
development-55	FALSE	TRUE
development-56	FALSE	TRUE
development-57	FALSE	TRUE
development-58	TRUE	TRUE
development-59	TRUE	FALSE
development-60	TRUE	FALSE
development-61	FALSE	TRUE
development-62	FALSE	TRUE
development-63	FALSE	TRUE
development-64	FALSE	TRUE
development-65	FALSE	FALSE
development-66	FALSE	TRUE
development-67	TRUE	FALSE
development-68	FALSE	TRUE
development-69	FALSE	TRUE
development-70	TRUE	FALSE
development-71	FALSE	TRUE
development-72	TRUE	FALSE
development-73	TRUE	TRUE
development-74	FALSE	TRUE
development-75	FALSE	TRUE
development-76	TRUE	FALSE
development-77	FALSE	TRUE
development-78	FALSE	TRUE
development-79	FALSE	TRUE
development-80	FALSE	TRUE
development-81	FALSE	TRUE
development-82	FALSE	TRUE
development-83	FALSE	TRUE
development-84	FALSE	TRUE
development-85	TRUE	FALSE
development-86	FALSE	TRUE
development-87	FALSE	TRUE
development-88	FALSE	TRUE
development-89	FALSE	FALSE
development-90	TRUE	FALSE
development-91	FALSE	TRUE
development-92	FALSE	TRUE
